Date,Store Number,Foot Traffic,Number of Visitors
2022-4-3,47,19356,1903
2022-4-3,24,17321,1326
2022-4-3,3,34657,3061
2022-4-3,52,16195,739
2022-4-3,29,17461,798
2022-4-3,67,15045,609
2022-4-3,9,24288,1759
2022-4-3,58,28373,2616
2022-4-3,35,29991,2989
2022-4-3,6,24847,1835
2022-4-3,55,30177,2946
2022-4-3,32,26913,1914
2022-4-3,22,21345,2085
2022-4-3,48,20308,1894
2022-4-3,8,30884,2414
2022-4-3,57,26569,2202
2022-4-3,34,28184,2550
2022-4-3,12,21227,1826
2022-4-3,61,23389,1738
2022-4-3,38,22333,1774
2022-4-3,11,23820,2193
2022-4-3,60,24171,2222
2022-4-3,37,20091,1852
2022-4-3,5,25210,2311
2022-4-3,54,32678,2602
2022-4-3,31,30477,2787
2022-4-3,69,26689,2616
2022-4-3,17,23974,1986
2022-4-3,43,20201,1490
2022-4-3,7,30527,3087
2022-4-3,56,24162,2346
2022-4-3,33,22480,1879
2022-4-3,13,19840,1787
2022-4-3,62,21758,2283
2022-4-3,39,22737,1992
2022-4-3,16,24223,1825
2022-4-3,42,25397,2259
2022-4-3,14,20651,1737
2022-4-3,63,23761,1691
2022-4-3,40,23492,2319
2022-4-3,10,23357,2398
2022-4-3,59,28719,2395
2022-4-3,36,23809,1766
2022-4-3,25,18331,1713
2022-4-3,19,18239,1224
2022-4-3,45,21789,1518
2022-4-3,4,34190,2431
2022-4-3,53,33254,3540
2022-4-3,30,28577,3052
2022-4-3,68,30659,2678
2022-4-3,18,19712,1447
2022-4-3,44,23467,1604
2022-4-3,15,27448,2905
2022-4-3,64,24620,1805
2022-4-3,41,24756,2688
2022-4-3,23,16558,1152
2022-4-3,49,19729,1860
2022-4-3,2,29458,2232
2022-4-3,51,25481,2145
2022-4-3,28,27718,2650
2022-4-3,66,27083,1987
2022-4-3,20,19583,2104
2022-4-3,46,16800,1451
2022-4-3,26,20871,1495
2022-4-4,1,17268,847
2022-4-4,50,17880,536
2022-4-4,27,16356,803
2022-4-4,70,16397,765
2022-4-4,65,18610,828
2022-4-4,21,23945,1625
2022-4-4,47,20418,1423
2022-4-4,24,20075,1482
2022-4-4,3,34321,2776
2022-4-4,52,21335,1301
2022-4-4,29,18064,716
2022-4-4,67,21559,928
2022-4-4,9,32752,2411
2022-4-4,58,27958,2106
2022-4-4,35,30530,2957
2022-4-4,6,32350,2436
2022-4-4,55,31673,2834
2022-4-4,32,32984,3254
2022-4-4,22,21072,2224
2022-4-4,48,24287,2332
2022-4-4,8,27983,2278
2022-4-4,57,26871,1938
2022-4-4,34,29076,3164
2022-4-4,12,21214,2232
2022-4-4,61,26357,2364
2022-4-4,38,25963,2193
2022-4-4,11,25129,2127
2022-4-4,60,29110,2231
2022-4-4,37,24038,1628
2022-4-4,5,31763,3491
2022-4-4,54,31423,2491
2022-4-4,31,31585,3279
2022-4-4,69,29332,3193
2022-4-4,17,28400,1921
2022-4-4,43,22178,1763
2022-4-4,7,25101,2454
2022-4-4,56,28996,2021
2022-4-4,33,34011,3139
2022-4-4,13,29063,2976
2022-4-4,62,22287,1609
2022-4-4,39,28286,1967
2022-4-4,16,22607,2120
2022-4-4,42,27479,1961
2022-4-4,14,27025,2855
2022-4-4,63,28832,3039
2022-4-4,40,23926,1778
2022-4-4,10,24385,2588
2022-4-4,59,25957,2796
2022-4-4,36,29788,2748
2022-4-4,25,20719,1483
2022-4-4,19,21586,2228
2022-4-4,45,21675,2122
2022-4-4,4,34365,2683
2022-4-4,53,37514,3701
2022-4-4,30,34495,3238
2022-4-4,68,31997,2793
2022-4-4,18,27747,2431
2022-4-4,44,22022,2181
2022-4-4,15,22036,1642
2022-4-4,64,29521,2154
2022-4-4,41,21326,2095
2022-4-4,23,19134,1921
2022-4-4,49,20936,1811
2022-4-4,2,32995,3194
2022-4-4,51,30827,3279
2022-4-4,28,37677,2963
2022-4-4,66,29398,2137
2022-4-4,20,24037,2355
2022-4-4,46,21276,1866
2022-4-4,26,19060,1949
2022-4-5,1,7654,350
2022-4-5,50,8165,380
2022-4-5,27,8341,263
2022-4-5,70,7121,273
2022-4-5,65,8742,288
2022-4-5,21,11295,966
2022-4-5,47,11013,1085
2022-4-5,24,11340,905
2022-4-5,3,16750,1635
2022-4-5,52,9756,559
2022-4-5,29,7803,425
2022-4-5,67,9222,436
2022-4-5,9,15074,1545
2022-4-5,58,13127,1042
2022-4-5,35,12366,1066
2022-4-5,6,15137,1656
2022-4-5,55,12463,909
2022-4-5,32,14907,1341
2022-4-5,22,10215,1044
2022-4-5,48,10487,823
2022-4-5,8,13476,959
2022-4-5,57,14495,1412
2022-4-5,34,15465,1419
2022-4-5,12,12813,1057
2022-4-5,61,13426,1433
2022-4-5,38,10356,956
2022-4-5,11,10598,1065
2022-4-5,60,11841,1288
2022-4-5,37,10935,967
2022-4-5,5,13101,1357
2022-4-5,54,14904,1255
2022-4-5,31,12491,1004
2022-4-5,69,14921,1026
2022-4-5,17,12624,865
2022-4-5,43,11719,1283
2022-4-5,7,13593,1364
2022-4-5,56,11746,935
2022-4-5,33,12047,1152
2022-4-5,13,11280,986
2022-4-5,62,10644,859
2022-4-5,39,12356,1335
2022-4-5,16,12741,1172
2022-4-5,42,12503,905
2022-4-5,14,9602,830
2022-4-5,63,11891,940
2022-4-5,40,11339,1183
2022-4-5,10,14173,1269
2022-4-5,59,12903,1045
2022-4-5,36,12973,1147
2022-4-5,25,10069,830
2022-4-5,19,8607,680
2022-4-5,45,11246,950
2022-4-5,4,14474,1537
2022-4-5,53,15875,1503
2022-4-5,30,16960,1399
2022-4-5,68,13515,1333
2022-4-5,18,10912,745
2022-4-5,44,10092,938
2022-4-5,15,13519,1140
2022-4-5,64,10184,813
2022-4-5,41,12471,1160
2022-4-5,23,11327,890
2022-4-5,49,9894,1024
2022-4-5,2,15564,1694
2022-4-5,51,17350,1558
2022-4-5,28,12671,1289
2022-4-5,66,12703,1388
2022-4-5,20,8828,755
2022-4-5,46,8680,929
2022-4-5,26,8802,799
2022-4-6,1,6515,261
2022-4-6,50,7767,270
2022-4-6,27,8786,361
2022-4-6,70,8069,371
2022-4-6,65,8734,332
2022-4-6,21,12026,838
2022-4-6,47,12137,1111
2022-4-6,24,9974,1074
2022-4-6,3,14931,1041
2022-4-6,52,9704,564
2022-4-6,29,10235,605
2022-4-6,67,8115,495
2022-4-6,9,16203,1126
2022-4-6,58,16193,1303
2022-4-6,35,15525,1304
2022-4-6,6,13245,1069
2022-4-6,55,11982,1203
2022-4-6,32,14000,1487
2022-4-6,22,9608,732
2022-4-6,48,9517,1000
2022-4-6,8,15173,1143
2022-4-6,57,13275,1017
2022-4-6,34,12436,1323
2022-4-6,12,13996,1366
2022-4-6,61,11738,953
2022-4-6,38,13822,1328
2022-4-6,11,12470,914
2022-4-6,60,11974,1281
2022-4-6,37,12061,983
2022-4-6,5,14326,1165
2022-4-6,54,16873,1709
2022-4-6,31,15809,1423
2022-4-6,69,16369,1278
2022-4-6,17,12741,1074
2022-4-6,43,10236,1093
2022-4-6,7,13322,1437
2022-4-6,56,16087,1716
2022-4-6,33,14541,1047
2022-4-6,13,11717,1204
2022-4-6,62,10388,739
2022-4-6,39,12163,929
2022-4-6,16,13197,1055
2022-4-6,42,11916,1254
2022-4-6,14,11637,947
2022-4-6,63,11104,843
2022-4-6,40,13762,1103
2022-4-6,10,12020,1221
2022-4-6,59,13761,1488
2022-4-6,36,16186,1387
2022-4-6,25,10584,1045
2022-4-6,19,8740,756
2022-4-6,45,12168,906
2022-4-6,4,17548,1541
2022-4-6,53,13207,1079
2022-4-6,30,15394,1060
2022-4-6,68,18345,1793
2022-4-6,18,11316,1096
2022-4-6,44,11285,1238
2022-4-6,15,12975,1209
2022-4-6,64,10103,809
2022-4-6,41,10624,953
2022-4-6,23,11801,1072
2022-4-6,49,8949,765
2022-4-6,2,13243,1005
2022-4-6,51,15560,1159
2022-4-6,28,13967,953
2022-4-6,66,18353,1620
2022-4-6,20,9158,941
2022-4-6,46,10968,788
2022-4-6,26,9736,699
2022-4-7,1,6479,241
2022-4-7,50,8315,255
2022-4-7,27,7791,333
2022-4-7,70,6907,267
2022-4-7,65,7244,339
2022-4-7,21,9914,1017
2022-4-7,47,10741,946
2022-4-7,24,9877,850
2022-4-7,3,16073,1549
2022-4-7,52,7291,460
2022-4-7,29,8923,447
2022-4-7,67,7112,398
2022-4-7,9,13210,1165
2022-4-7,58,13384,1072
2022-4-7,35,10748,1089
2022-4-7,6,10666,726
2022-4-7,55,10863,787
2022-4-7,32,14624,1055
2022-4-7,22,9964,809
2022-4-7,48,9377,791
2022-4-7,8,14403,1401
2022-4-7,57,12110,1293
2022-4-7,34,14711,998
2022-4-7,12,11366,882
2022-4-7,61,9705,1005
2022-4-7,38,9448,925
2022-4-7,11,11380,982
2022-4-7,60,9294,615
2022-4-7,37,9442,943
2022-4-7,5,15150,1643
2022-4-7,54,15987,1265
2022-4-7,31,13904,1302
2022-4-7,69,11962,1187
2022-4-7,17,11506,838
2022-4-7,43,11371,752
2022-4-7,7,12174,1002
2022-4-7,56,13937,937
2022-4-7,33,13433,1214
2022-4-7,13,12924,1096
2022-4-7,62,12677,1187
2022-4-7,39,11466,875
2022-4-7,16,11688,990
2022-4-7,42,10605,1090
2022-4-7,14,9300,868
2022-4-7,63,12153,1312
2022-4-7,40,12196,1131
2022-4-7,10,12852,1285
2022-4-7,59,11465,1205
2022-4-7,36,14452,1105
2022-4-7,25,7973,838
2022-4-7,19,10986,894
2022-4-7,45,9526,819
2022-4-7,4,14507,1551
2022-4-7,53,15690,1411
2022-4-7,30,13723,1430
2022-4-7,68,15786,1712
2022-4-7,18,9322,774
2022-4-7,44,12189,868
2022-4-7,15,10281,868
2022-4-7,64,11112,959
2022-4-7,41,11956,901
2022-4-7,23,11020,1007
2022-4-7,49,8876,761
2022-4-7,2,13335,1128
2022-4-7,51,11988,1078
2022-4-7,28,15280,1579
2022-4-7,66,13663,912
2022-4-7,20,10595,1157
2022-4-7,46,9826,1076
2022-4-7,26,9071,868
2022-4-8,1,7842,334
2022-4-8,50,8656,279
2022-4-8,27,8047,384
2022-4-8,70,7252,343
2022-4-8,65,8465,351
2022-4-8,21,10249,839
2022-4-8,47,8915,927
2022-4-8,24,9362,757
2022-4-8,3,17516,1567
2022-4-8,52,7975,321
2022-4-8,29,8033,382
2022-4-8,67,7679,498
2022-4-8,9,14909,1058
2022-4-8,58,13884,1108
2022-4-8,35,14359,1292
2022-4-8,6,11900,1252
2022-4-8,55,14469,986
2022-4-8,32,12093,1185
2022-4-8,22,12025,1179
2022-4-8,48,9009,621
2022-4-8,8,11529,1044
2022-4-8,57,15688,1045
2022-4-8,34,14574,1012
2022-4-8,12,13835,1233
2022-4-8,61,13491,1023
2022-4-8,38,12876,1216
2022-4-8,11,12299,1051
2022-4-8,60,13427,1382
2022-4-8,37,11830,1228
2022-4-8,5,16272,1387
2022-4-8,54,14893,1425
2022-4-8,31,14802,1130
2022-4-8,69,17153,1655
2022-4-8,17,13700,1450
2022-4-8,43,13060,1394
2022-4-8,7,11291,1209
2022-4-8,56,14213,1253
2022-4-8,33,15149,1584
2022-4-8,13,13669,1419
2022-4-8,62,11058,753
2022-4-8,39,11804,1290
2022-4-8,16,14093,1446
2022-4-8,42,12125,824
2022-4-8,14,10099,1024
2022-4-8,63,12079,1190
2022-4-8,40,12196,1066
2022-4-8,10,15362,1341
2022-4-8,59,15936,1143
2022-4-8,36,14325,1340
2022-4-8,25,10306,930
2022-4-8,19,9169,850
2022-4-8,45,11977,1257
2022-4-8,4,14838,1120
2022-4-8,53,16693,1632
2022-4-8,30,13720,958
2022-4-8,68,16594,1689
2022-4-8,18,10699,1066
2022-4-8,44,10673,1171
2022-4-8,15,11393,952
2022-4-8,64,10820,740
2022-4-8,41,12305,1314
2022-4-8,23,9850,963
2022-4-8,49,10760,995
2022-4-8,2,17741,1484
2022-4-8,51,14677,1102
2022-4-8,28,14777,1225
2022-4-8,66,17994,1643
2022-4-8,20,11715,997
2022-4-8,46,11065,927
2022-4-8,26,11103,925
2022-4-9,1,9711,325
2022-4-9,50,11377,439
2022-4-9,27,11313,554
2022-4-9,70,10880,425
2022-4-9,65,8814,305
2022-4-9,21,14251,970
2022-4-9,47,11281,1231
2022-4-9,24,11955,1305
2022-4-9,3,20192,1493
2022-4-9,52,12383,663
2022-4-9,29,11322,570
2022-4-9,67,12033,699
2022-4-9,9,18276,1910
2022-4-9,58,15719,1234
2022-4-9,35,18195,1772
2022-4-9,6,16532,1107
2022-4-9,55,17206,1314
2022-4-9,32,19054,1351
2022-4-9,22,12050,848
2022-4-9,48,13546,1473
2022-4-9,8,17255,1709
2022-4-9,57,19701,1301
2022-4-9,34,17649,1374
2022-4-9,12,16534,1222
2022-4-9,61,14379,1008
2022-4-9,38,14948,1363
2022-4-9,11,15838,1465
2022-4-9,60,12749,1099
2022-4-9,37,17017,1235
2022-4-9,5,18823,1265
2022-4-9,54,17661,1513
2022-4-9,31,21211,1936
2022-4-9,69,21193,1766
2022-4-9,17,14960,1187
2022-4-9,43,15068,1557
2022-4-9,7,15635,1692
2022-4-9,56,14634,1232
2022-4-9,33,14947,993
2022-4-9,13,14027,1271
2022-4-9,62,15262,1205
2022-4-9,39,13024,1109
2022-4-9,16,12976,1367
2022-4-9,42,16193,1178
2022-4-9,14,15615,1111
2022-4-9,63,14234,1545
2022-4-9,40,13794,1479
2022-4-9,10,15720,1237
2022-4-9,59,18080,1396
2022-4-9,36,20035,1479
2022-4-9,25,15201,1536
2022-4-9,19,11563,782
2022-4-9,45,15097,1280
2022-4-9,4,16903,1838
2022-4-9,53,20088,1908
2022-4-9,30,22751,2242
2022-4-9,68,17942,1195
2022-4-9,18,12810,1242
2022-4-9,44,14831,1543
2022-4-9,15,14166,1378
2022-4-9,64,17133,1196
2022-4-9,41,17785,1941
2022-4-9,23,12270,1021
2022-4-9,49,11034,862
2022-4-9,2,17093,1347
2022-4-9,51,18634,1531
2022-4-9,28,18137,1528
2022-4-9,66,21454,1819
2022-4-9,20,11158,949
2022-4-9,46,14876,1362
2022-4-9,26,13149,1041
2022-4-10,1,13053,490
2022-4-10,50,11230,371
2022-4-10,27,13544,430
2022-4-10,70,14543,509
2022-4-10,65,10940,367
2022-4-10,21,16289,1268
2022-4-10,47,16173,1328
2022-4-10,24,15005,1457
2022-4-10,3,23296,1779
2022-4-10,52,16939,926
2022-4-10,29,17471,736
2022-4-10,67,16822,689
2022-4-10,9,24261,2499
2022-4-10,58,23971,1780
2022-4-10,35,22848,1976
2022-4-10,6,23360,1957
2022-4-10,55,23769,1616
2022-4-10,32,25826,2009
2022-4-10,22,18560,1754
2022-4-10,48,17092,1662
2022-4-10,8,22802,2226
2022-4-10,57,19252,1881
2022-4-10,34,24946,2726
2022-4-10,12,18208,1261
2022-4-10,61,22557,2277
2022-4-10,38,22303,1892
2022-4-10,11,17828,1387
2022-4-10,60,16950,1356
2022-4-10,37,19892,1621
2022-4-10,5,21613,1865
2022-4-10,54,29390,2879
2022-4-10,31,25018,2521
2022-4-10,69,29463,2592
2022-4-10,17,22855,1573
2022-4-10,43,20860,1533
2022-4-10,7,21455,1939
2022-4-10,56,19497,1364
2022-4-10,33,21583,1677
2022-4-10,13,19754,1722
2022-4-10,62,17831,1725
2022-4-10,39,17546,1849
2022-4-10,16,18148,1225
2022-4-10,42,20964,1684
2022-4-10,14,16991,1374
2022-4-10,63,17156,1866
2022-4-10,40,20819,2014
2022-4-10,10,22230,1711
2022-4-10,59,20750,1981
2022-4-10,36,23629,2448
2022-4-10,25,16359,1742
2022-4-10,19,19197,1999
2022-4-10,45,17370,1896
2022-4-10,4,29353,2359
2022-4-10,53,29631,3155
2022-4-10,30,21819,2104
2022-4-10,68,22310,1598
2022-4-10,18,21308,1581
2022-4-10,44,17466,1893
2022-4-10,15,23568,2483
2022-4-10,64,19761,1376
2022-4-10,41,20523,1450
2022-4-10,23,20215,1583
2022-4-10,49,17616,1184
2022-4-10,2,24248,2001
2022-4-10,51,24158,2415
2022-4-10,28,29516,2711
2022-4-10,66,29043,2837
2022-4-10,20,15732,1399
2022-4-10,46,18430,1786
2022-4-10,26,17219,1409
2022-4-11,1,15551,579
2022-4-11,50,12792,626
2022-4-11,27,12611,566
2022-4-11,70,14351,617
2022-4-11,65,12553,393
2022-4-11,21,18588,1350
2022-4-11,47,21636,1595
2022-4-11,24,22098,2354
2022-4-11,3,29350,2128
2022-4-11,52,19070,843
2022-4-11,29,19179,996
2022-4-11,67,19350,1023
2022-4-11,9,30133,2510
2022-4-11,58,24124,1714
2022-4-11,35,28330,2694
2022-4-11,6,28582,2651
2022-4-11,55,25294,1999
2022-4-11,32,29325,3092
2022-4-11,22,22267,1611
2022-4-11,48,19105,2087
2022-4-11,8,26145,2542
2022-4-11,57,28607,2406
2022-4-11,34,26697,2334
2022-4-11,12,23219,2423
2022-4-11,61,19574,2102
2022-4-11,38,26417,1966
2022-4-11,11,25565,1797
2022-4-11,60,21524,1962
2022-4-11,37,25625,2497
2022-4-11,5,25889,1821
2022-4-11,54,33299,3230
2022-4-11,31,31619,3387
2022-4-11,69,31495,3372
2022-4-11,17,25395,2507
2022-4-11,43,26911,2644
2022-4-11,7,28905,2586
2022-4-11,56,25598,1919
2022-4-11,33,24680,2212
2022-4-11,13,22414,2428
2022-4-11,62,21599,1866
2022-4-11,39,24271,1669
2022-4-11,16,24224,2191
2022-4-11,42,21721,1485
2022-4-11,14,21271,1966
2022-4-11,63,25106,1958
2022-4-11,40,23823,2406
2022-4-11,10,23351,1583
2022-4-11,59,26406,2135
2022-4-11,36,27456,1861
2022-4-11,25,18326,2006
2022-4-11,19,17782,1835
2022-4-11,45,20898,1851
2022-4-11,4,25964,2654
2022-4-11,53,27295,2233
2022-4-11,30,29234,2555
2022-4-11,68,27050,2348
2022-4-11,18,23132,2533
2022-4-11,44,26923,2739
2022-4-11,15,24821,2458
2022-4-11,64,27442,2396
2022-4-11,41,25953,1859
2022-4-11,23,16561,1479
2022-4-11,49,20671,1963
2022-4-11,2,28521,1972
2022-4-11,51,29779,2839
2022-4-11,28,32645,3394
2022-4-11,66,29178,2145
2022-4-11,20,19223,2093
2022-4-11,46,18579,1490
2022-4-11,26,20887,1477
2022-4-12,1,10786,527
2022-4-12,50,10140,389
2022-4-12,27,10202,314
2022-4-12,70,11188,469
2022-4-12,65,8689,375
2022-4-12,21,10721,1143
2022-4-12,47,14462,1300
2022-4-12,24,14710,1568
2022-4-12,3,21293,2277
2022-4-12,52,9789,456
2022-4-12,29,10058,624
2022-4-12,67,10701,671
2022-4-12,9,14476,976
2022-4-12,58,16425,1146
2022-4-12,35,17971,1468
2022-4-12,6,17766,1745
2022-4-12,55,16411,1154
2022-4-12,32,18477,1993
2022-4-12,22,14422,1072
2022-4-12,48,14042,934
2022-4-12,8,19493,1729
2022-4-12,57,17912,1456
2022-4-12,34,15739,1464
2022-4-12,12,12664,864
2022-4-12,61,16263,1554
2022-4-12,38,13613,1211
2022-4-12,11,17445,1547
2022-4-12,60,12541,957
2022-4-12,37,14446,1427
2022-4-12,5,22372,2025
2022-4-12,54,22413,2055
2022-4-12,31,16072,1395
2022-4-12,69,22453,1881
2022-4-12,17,16141,1552
2022-4-12,43,15110,1295
2022-4-12,7,17268,1404
2022-4-12,56,17047,1506
2022-4-12,33,15614,1469
2022-4-12,13,13923,1307
2022-4-12,62,13156,1316
2022-4-12,39,14529,1292
2022-4-12,16,15190,1410
2022-4-12,42,12462,1295
2022-4-12,14,16578,1746
2022-4-12,63,16353,1370
2022-4-12,40,17015,1271
2022-4-12,10,15140,1337
2022-4-12,59,15018,1049
2022-4-12,36,19955,1821
2022-4-12,25,13902,1142
2022-4-12,19,12440,1227
2022-4-12,45,10957,987
2022-4-12,4,19327,1618
2022-4-12,53,20092,2106
2022-4-12,30,16844,1475
2022-4-12,68,22161,1534
2022-4-12,18,17207,1598
2022-4-12,44,14323,977
2022-4-12,15,15069,1240
2022-4-12,64,14082,1020
2022-4-12,41,15051,1169
2022-4-12,23,11806,1106
2022-4-12,49,14305,1429
2022-4-12,2,16505,1460
2022-4-12,51,19237,1361
2022-4-12,28,19653,1642
2022-4-12,66,18984,1876
2022-4-12,20,13891,1103
2022-4-12,46,12644,1246
2022-4-12,26,11358,831
2022-4-13,1,8623,318
2022-4-13,50,8897,435
2022-4-13,27,7470,347
2022-4-13,70,7549,319
2022-4-13,65,8550,354
2022-4-13,21,10509,1101
2022-4-13,47,11837,1226
2022-4-13,24,9285,827
2022-4-13,3,12902,1093
2022-4-13,52,8564,532
2022-4-13,29,9678,515
2022-4-13,67,10704,640
2022-4-13,9,14388,1494
2022-4-13,58,12230,1079
2022-4-13,35,14689,1095
2022-4-13,6,11632,1111
2022-4-13,55,12726,867
2022-4-13,32,15600,1283
2022-4-13,22,10565,1049
2022-4-13,48,11519,770
2022-4-13,8,11440,1058
2022-4-13,57,13802,1194
2022-4-13,34,14136,1498
2022-4-13,12,12877,1026
2022-4-13,61,10161,1011
2022-4-13,38,11752,1243
2022-4-13,11,12635,1069
2022-4-13,60,10954,1179
2022-4-13,37,12484,977
2022-4-13,5,12909,1016
2022-4-13,54,13836,1100
2022-4-13,31,15688,1575
2022-4-13,69,14085,1134
2022-4-13,17,13167,897
2022-4-13,43,11889,900
2022-4-13,7,13345,908
2022-4-13,56,12250,1117
2022-4-13,33,13886,1491
2022-4-13,13,13797,1033
2022-4-13,62,11736,1237
2022-4-13,39,9813,878
2022-4-13,16,12958,1074
2022-4-13,42,11851,999
2022-4-13,14,11972,1182
2022-4-13,63,10819,767
2022-4-13,40,10459,1053
2022-4-13,10,13450,1400
2022-4-13,59,12938,1365
2022-4-13,36,11747,1206
2022-4-13,25,10154,795
2022-4-13,19,9886,937
2022-4-13,45,11790,1047
2022-4-13,4,14854,1251
2022-4-13,53,15153,1116
2022-4-13,30,15178,1332
2022-4-13,68,16825,1554
2022-4-13,18,13611,971
2022-4-13,44,13099,1101
2022-4-13,15,10489,1131
2022-4-13,64,13410,1466
2022-4-13,41,13460,1410
2022-4-13,23,9291,760
2022-4-13,49,11332,810
2022-4-13,2,13396,1362
2022-4-13,51,15759,1445
2022-4-13,28,16286,1693
2022-4-13,66,17184,1424
2022-4-13,20,10687,1055
2022-4-13,46,11793,809
2022-4-13,26,10785,1023
2022-4-14,1,8406,334
2022-4-14,50,8861,415
2022-4-14,27,8765,368
2022-4-14,70,8756,343
2022-4-14,65,8862,285
2022-4-14,21,11704,957
2022-4-14,47,13959,1494
2022-4-14,24,10910,1126
2022-4-14,3,20638,1700
2022-4-14,52,9343,378
2022-4-14,29,9355,380
2022-4-14,67,10105,573
2022-4-14,9,13205,909
2022-4-14,58,17455,1326
2022-4-14,35,18467,1658
2022-4-14,6,18517,1826
2022-4-14,55,14357,999
2022-4-14,32,15307,1176
2022-4-14,22,11354,904
2022-4-14,48,10120,707
2022-4-14,8,14780,1153
2022-4-14,57,17076,1410
2022-4-14,34,14082,1296
2022-4-14,12,16320,1667
2022-4-14,61,15688,1071
2022-4-14,38,15647,1042
2022-4-14,11,12432,1037
2022-4-14,60,14860,1601
2022-4-14,37,15916,1448
2022-4-14,5,18818,1791
2022-4-14,54,16309,1175
2022-4-14,31,20815,1734
2022-4-14,69,16077,1542
2022-4-14,17,16366,1674
2022-4-14,43,15055,1173
2022-4-14,7,15573,1684
2022-4-14,56,15197,1203
2022-4-14,33,15156,1162
2022-4-14,13,15104,1498
2022-4-14,62,13056,955
2022-4-14,39,15022,1376
2022-4-14,16,13594,1449
2022-4-14,42,13217,1357
2022-4-14,14,12734,1062
2022-4-14,63,15430,1694
2022-4-14,40,12679,1035
2022-4-14,10,14056,929
2022-4-14,59,14203,1538
2022-4-14,36,14842,1035
2022-4-14,25,11320,1063
2022-4-14,19,9894,807
2022-4-14,45,14072,1151
2022-4-14,4,19584,2029
2022-4-14,53,15879,1137
2022-4-14,30,20825,1482
2022-4-14,68,15456,1651
2022-4-14,18,14107,1427
2022-4-14,44,16412,1642
2022-4-14,15,14989,1151
2022-4-14,64,13946,1230
2022-4-14,41,16009,1392
2022-4-14,23,12132,883
2022-4-14,49,12820,1068
2022-4-14,2,19108,1838
2022-4-14,51,19108,1856
2022-4-14,28,16794,1665
2022-4-14,66,18570,1477
2022-4-14,20,10815,863
2022-4-14,46,11119,1212
2022-4-14,26,13494,1085
2022-4-15,1,8541,317
2022-4-15,50,7964,364
2022-4-15,27,9159,434
2022-4-15,70,9975,422
2022-4-15,65,8777,328
2022-4-15,21,11031,824
2022-4-15,47,12184,832
2022-4-15,24,10288,898
2022-4-15,3,15943,1173
2022-4-15,52,10399,537
2022-4-15,29,8783,564
2022-4-15,67,10445,639
2022-4-15,9,13522,1466
2022-4-15,58,15951,1687
2022-4-15,35,14095,1476
2022-4-15,6,14183,1181
2022-4-15,55,15855,1191
2022-4-15,32,13903,942
2022-4-15,22,11469,1243
2022-4-15,48,9877,699
2022-4-15,8,14971,1446
2022-4-15,57,17948,1663
2022-4-15,34,17223,1881
2022-4-15,12,15142,1162
2022-4-15,61,13160,912
2022-4-15,38,11212,1103
2022-4-15,11,12080,1060
2022-4-15,60,13006,1274
2022-4-15,37,12249,1107
2022-4-15,5,16374,1767
2022-4-15,54,15243,1644
2022-4-15,31,17302,1657
2022-4-15,69,17934,1577
2022-4-15,17,11208,901
2022-4-15,43,14367,1140
2022-4-15,7,16858,1606
2022-4-15,56,14532,1336
2022-4-15,33,16178,1288
2022-4-15,13,14463,1120
2022-4-15,62,12769,1200
2022-4-15,39,13602,1238
2022-4-15,16,15368,1439
2022-4-15,42,13079,1219
2022-4-15,14,11449,819
2022-4-15,63,12076,878
2022-4-15,40,15509,1525
2022-4-15,10,14065,953
2022-4-15,59,14785,1528
2022-4-15,36,17690,1799
2022-4-15,25,12307,1177
2022-4-15,19,12048,1296
2022-4-15,45,9846,824
2022-4-15,4,19023,2003
2022-4-15,53,19854,1989
2022-4-15,30,14395,1217
2022-4-15,68,16591,1289
2022-4-15,18,13056,1419
2022-4-15,44,11819,934
2022-4-15,15,15141,1438
2022-4-15,64,13380,1146
2022-4-15,41,12422,1201
2022-4-15,23,12949,1301
2022-4-15,49,9736,1014
2022-4-15,2,15503,1699
2022-4-15,51,15210,1221
2022-4-15,28,18588,1328
2022-4-15,66,19030,1643
2022-4-15,20,9974,970
2022-4-15,46,11219,1095
2022-4-15,26,10559,813
2022-4-16,1,8152,333
2022-4-16,50,6978,292
2022-4-16,27,7335,315
2022-4-16,70,7161,241
2022-4-16,65,7314,245
2022-4-16,21,10345,1117
2022-4-16,47,9616,812
2022-4-16,24,8555,610
2022-4-16,3,15617,1612
2022-4-16,52,9855,605
2022-4-16,29,7943,495
2022-4-16,67,8463,533
2022-4-16,9,11733,1116
2022-4-16,58,12984,921
2022-4-16,35,13203,1391
2022-4-16,6,12800,1061
2022-4-16,55,12637,1106
2022-4-16,32,12320,1324
2022-4-16,22,10056,727
2022-4-16,48,9270,859
2022-4-16,8,14251,1532
2022-4-16,57,11399,1061
2022-4-16,34,12935,922
2022-4-16,12,10361,944
2022-4-16,61,11464,914
2022-4-16,38,10705,734
2022-4-16,11,11143,829
2022-4-16,60,9033,838
2022-4-16,37,9967,744
2022-4-16,5,16232,1100
2022-4-16,54,13186,1313
2022-4-16,31,13036,1178
2022-4-16,69,12608,834
2022-4-16,17,10842,1116
2022-4-16,43,11343,850
2022-4-16,7,11175,1009
2022-4-16,56,13061,1371
2022-4-16,33,13758,1230
2022-4-16,13,9234,992
2022-4-16,62,11995,1230
2022-4-16,39,11795,1069
2022-4-16,16,11098,1111
2022-4-16,42,11377,850
2022-4-16,14,11378,821
2022-4-16,63,9046,627
