Date,Product Category,Store Number,Daily Sales
2021-9-8,C,28,18847
2021-9-8,D,28,11903
2021-9-8,A,29,45630
2021-9-8,B,29,22814
2021-9-8,C,29,18847
2021-9-8,D,29,11903
2021-9-8,A,30,45630
2021-9-8,B,30,22814
2021-9-8,C,30,18847
2021-9-8,D,30,11903
2021-9-8,A,31,45630
2021-9-8,B,31,22814
2021-9-8,C,31,18847
2021-9-8,D,31,11903
2021-9-8,A,32,40559
2021-9-8,B,32,20280
2021-9-8,C,32,16752
2021-9-8,D,32,10581
2021-9-8,A,33,40559
2021-9-8,B,33,20280
2021-9-8,C,33,16752
2021-9-8,D,33,10581
2021-9-8,A,34,40559
2021-9-8,B,34,20280
2021-9-8,C,34,16752
2021-9-8,D,34,10581
2021-9-8,A,35,40559
2021-9-8,B,35,20280
2021-9-8,C,35,16752
2021-9-8,D,35,10581
2021-9-8,A,36,40559
2021-9-8,B,36,20280
2021-9-8,C,36,16752
2021-9-8,D,36,10581
2021-9-8,A,37,35490
2021-9-8,B,37,17745
2021-9-8,C,37,14659
2021-9-8,D,37,9258
2021-9-8,A,38,35490
2021-9-8,B,38,17745
2021-9-8,C,38,14659
2021-9-8,D,38,9258
2021-9-8,A,39,35490
2021-9-8,B,39,17745
2021-9-8,C,39,14659
2021-9-8,D,39,9258
2021-9-8,A,40,35490
2021-9-8,B,40,17745
2021-9-8,C,40,14659
2021-9-8,D,40,9258
2021-9-8,A,41,35490
2021-9-8,B,41,17745
2021-9-8,C,41,14659
2021-9-8,D,41,9258
2021-9-8,A,42,35490
2021-9-8,B,42,17745
2021-9-8,C,42,14659
2021-9-8,D,42,9258
2021-9-8,A,43,35490
2021-9-8,B,43,17745
2021-9-8,C,43,14659
2021-9-8,D,43,9258
2021-9-8,A,44,35490
2021-9-8,B,44,17745
2021-9-8,C,44,14659
2021-9-8,D,44,9258
2021-9-8,A,45,30421
2021-9-8,B,45,15210
2021-9-8,C,45,12565
2021-9-8,D,45,7935
2021-9-8,A,46,30421
2021-9-8,B,46,15210
2021-9-8,C,46,12565
2021-9-8,D,46,7935
2021-9-8,A,47,30421
2021-9-8,B,47,15210
2021-9-8,C,47,12565
2021-9-8,D,47,7935
2021-9-8,A,48,30421
2021-9-8,B,48,15210
2021-9-8,C,48,12565
2021-9-8,D,48,7935
2021-9-8,A,49,30421
2021-9-8,B,49,15210
2021-9-8,C,49,12565
2021-9-8,D,49,7935
2021-9-8,A,50,50700
2021-9-8,B,50,25350
2021-9-8,C,50,20941
2021-9-8,D,50,13226
2021-9-8,A,51,45630
2021-9-8,B,51,22814
2021-9-8,C,51,18847
2021-9-8,D,51,11903
2021-9-8,A,52,45630
2021-9-8,B,52,22814
2021-9-8,C,52,18847
2021-9-8,D,52,11903
2021-9-8,A,53,45630
2021-9-8,B,53,22814
2021-9-8,C,53,18847
2021-9-8,D,53,11903
2021-9-8,A,54,45630
2021-9-8,B,54,22814
2021-9-8,C,54,18847
2021-9-8,D,54,11903
2021-9-8,A,55,40559
2021-9-8,B,55,20280
2021-9-8,C,55,16752
2021-9-8,D,55,10581
2021-9-8,A,56,40559
2021-9-8,B,56,20280
2021-9-8,C,56,16752
2021-9-8,D,56,10581
2021-9-8,A,57,40559
2021-9-8,B,57,20280
2021-9-8,C,57,16752
2021-9-8,D,57,10581
2021-9-8,A,58,40559
2021-9-8,B,58,20280
2021-9-8,C,58,16752
2021-9-8,D,58,10581
2021-9-8,A,59,40559
2021-9-8,B,59,20280
2021-9-8,C,59,16752
2021-9-8,D,59,10581
2021-9-8,A,60,35490
2021-9-8,B,60,17745
2021-9-8,C,60,14659
2021-9-8,D,60,9258
2021-9-8,A,61,35490
2021-9-8,B,61,17745
2021-9-8,C,61,14659
2021-9-8,D,61,9258
2021-9-8,A,62,35490
2021-9-8,B,62,17745
2021-9-8,C,62,14659
2021-9-8,D,62,9258
2021-9-8,A,63,35490
2021-9-8,B,63,17745
2021-9-8,C,63,14659
2021-9-8,D,63,9258
2021-9-8,A,64,35490
2021-9-8,B,64,17745
2021-9-8,C,64,14659
2021-9-8,D,64,9258
2021-9-8,A,65,50700
2021-9-8,B,65,25350
2021-9-8,C,65,20941
2021-9-8,D,65,13226
2021-9-8,A,66,45630
2021-9-8,B,66,22814
2021-9-8,C,66,18847
2021-9-8,D,66,11903
2021-9-8,A,67,45630
2021-9-8,B,67,22814
2021-9-8,C,67,18847
2021-9-8,D,67,11903
2021-9-8,A,68,45630
2021-9-8,B,68,22814
2021-9-8,C,68,18847
2021-9-8,D,68,11903
2021-9-8,A,69,45630
2021-9-8,B,69,22814
2021-9-8,C,69,18847
2021-9-8,D,69,11903
2021-9-8,A,70,50700
2021-9-8,B,70,25350
2021-9-8,C,70,20941
2021-9-8,D,70,13226
2021-9-9,A,1,52942
2021-9-9,B,1,26471
2021-9-9,C,1,21868
2021-9-9,D,1,13811
2021-9-9,A,2,47649
2021-9-9,B,2,23824
2021-9-9,C,2,19681
2021-9-9,D,2,12431
2021-9-9,A,3,47649
2021-9-9,B,3,23824
2021-9-9,C,3,19681
2021-9-9,D,3,12431
2021-9-9,A,4,47649
2021-9-9,B,4,23824
2021-9-9,C,4,19681
2021-9-9,D,4,12431
2021-9-9,A,5,47649
2021-9-9,B,5,23824
2021-9-9,C,5,19681
2021-9-9,D,5,12431
2021-9-9,A,6,42354
2021-9-9,B,6,21178
2021-9-9,C,6,17494
2021-9-9,D,6,11049
2021-9-9,A,7,42354
2021-9-9,B,7,21178
2021-9-9,C,7,17494
2021-9-9,D,7,11049
2021-9-9,A,8,42354
2021-9-9,B,8,21178
2021-9-9,C,8,17494
2021-9-9,D,8,11049
2021-9-9,A,9,42354
2021-9-9,B,9,21178
2021-9-9,C,9,17494
2021-9-9,D,9,11049
2021-9-9,A,10,42354
2021-9-9,B,10,21178
2021-9-9,C,10,17494
2021-9-9,D,10,11049
2021-9-9,A,11,37059
2021-9-9,B,11,18530
2021-9-9,C,11,15308
2021-9-9,D,11,9668
2021-9-9,A,12,37059
2021-9-9,B,12,18530
2021-9-9,C,12,15308
2021-9-9,D,12,9668
2021-9-9,A,13,37059
2021-9-9,B,13,18530
2021-9-9,C,13,15308
2021-9-9,D,13,9668
2021-9-9,A,14,37059
2021-9-9,B,14,18530
2021-9-9,C,14,15308
2021-9-9,D,14,9668
2021-9-9,A,15,37059
2021-9-9,B,15,18530
2021-9-9,C,15,15308
2021-9-9,D,15,9668
2021-9-9,A,16,37059
2021-9-9,B,16,18530
2021-9-9,C,16,15308
2021-9-9,D,16,9668
2021-9-9,A,17,37059
2021-9-9,B,17,18530
2021-9-9,C,17,15308
2021-9-9,D,17,9668
2021-9-9,A,18,37059
2021-9-9,B,18,18530
2021-9-9,C,18,15308
2021-9-9,D,18,9668
2021-9-9,A,19,31766
2021-9-9,B,19,15883
2021-9-9,C,19,13121
2021-9-9,D,19,8287
2021-9-9,A,20,31766
2021-9-9,B,20,15883
2021-9-9,C,20,13121
2021-9-9,D,20,8287
2021-9-9,A,21,31766
2021-9-9,B,21,15883
2021-9-9,C,21,13121
2021-9-9,D,21,8287
2021-9-9,A,22,31766
2021-9-9,B,22,15883
2021-9-9,C,22,13121
2021-9-9,D,22,8287
2021-9-9,A,23,31766
2021-9-9,B,23,15883
2021-9-9,C,23,13121
2021-9-9,D,23,8287
2021-9-9,A,24,31766
2021-9-9,B,24,15883
2021-9-9,C,24,13121
2021-9-9,D,24,8287
2021-9-9,A,25,31766
2021-9-9,B,25,15883
2021-9-9,C,25,13121
2021-9-9,D,25,8287
2021-9-9,A,26,31766
2021-9-9,B,26,15883
2021-9-9,C,26,13121
2021-9-9,D,26,8287
2021-9-9,A,27,52942
2021-9-9,B,27,26471
2021-9-9,C,27,21868
2021-9-9,D,27,13811
2021-9-9,A,28,47649
2021-9-9,B,28,23824
2021-9-9,C,28,19681
2021-9-9,D,28,12431
2021-9-9,A,29,47649
2021-9-9,B,29,23824
2021-9-9,C,29,19681
2021-9-9,D,29,12431
2021-9-9,A,30,47649
2021-9-9,B,30,23824
2021-9-9,C,30,19681
2021-9-9,D,30,12431
2021-9-9,A,31,47649
2021-9-9,B,31,23824
2021-9-9,C,31,19681
2021-9-9,D,31,12431
2021-9-9,A,32,42354
2021-9-9,B,32,21178
2021-9-9,C,32,17494
2021-9-9,D,32,11049
2021-9-9,A,33,42354
2021-9-9,B,33,21178
2021-9-9,C,33,17494
2021-9-9,D,33,11049
2021-9-9,A,34,42354
2021-9-9,B,34,21178
2021-9-9,C,34,17494
2021-9-9,D,34,11049
2021-9-9,A,35,42354
2021-9-9,B,35,21178
2021-9-9,C,35,17494
2021-9-9,D,35,11049
2021-9-9,A,36,42354
2021-9-9,B,36,21178
2021-9-9,C,36,17494
2021-9-9,D,36,11049
2021-9-9,A,37,37059
2021-9-9,B,37,18530
2021-9-9,C,37,15308
2021-9-9,D,37,9668
2021-9-9,A,38,37059
2021-9-9,B,38,18530
2021-9-9,C,38,15308
2021-9-9,D,38,9668
2021-9-9,A,39,37059
2021-9-9,B,39,18530
2021-9-9,C,39,15308
2021-9-9,D,39,9668
2021-9-9,A,40,37059
2021-9-9,B,40,18530
2021-9-9,C,40,15308
2021-9-9,D,40,9668
2021-9-9,A,41,37059
2021-9-9,B,41,18530
2021-9-9,C,41,15308
2021-9-9,D,41,9668
2021-9-9,A,42,37059
2021-9-9,B,42,18530
2021-9-9,C,42,15308
2021-9-9,D,42,9668
2021-9-9,A,43,37059
2021-9-9,B,43,18530
2021-9-9,C,43,15308
2021-9-9,D,43,9668
2021-9-9,A,44,37059
2021-9-9,B,44,18530
2021-9-9,C,44,15308
2021-9-9,D,44,9668
2021-9-9,A,45,31766
2021-9-9,B,45,15883
2021-9-9,C,45,13121
2021-9-9,D,45,8287
2021-9-9,A,46,31766
2021-9-9,B,46,15883
2021-9-9,C,46,13121
2021-9-9,D,46,8287
2021-9-9,A,47,31766
2021-9-9,B,47,15883
2021-9-9,C,47,13121
2021-9-9,D,47,8287
2021-9-9,A,48,31766
2021-9-9,B,48,15883
2021-9-9,C,48,13121
2021-9-9,D,48,8287
2021-9-9,A,49,31766
2021-9-9,B,49,15883
2021-9-9,C,49,13121
2021-9-9,D,49,8287
2021-9-9,A,50,52942
2021-9-9,B,50,26471
2021-9-9,C,50,21868
2021-9-9,D,50,13811
2021-9-9,A,51,47649
2021-9-9,B,51,23824
2021-9-9,C,51,19681
2021-9-9,D,51,12431
2021-9-9,A,52,47649
2021-9-9,B,52,23824
2021-9-9,C,52,19681
2021-9-9,D,52,12431
2021-9-9,A,53,47649
2021-9-9,B,53,23824
2021-9-9,C,53,19681
2021-9-9,D,53,12431
2021-9-9,A,54,47649
2021-9-9,B,54,23824
2021-9-9,C,54,19681
2021-9-9,D,54,12431
2021-9-9,A,55,42354
2021-9-9,B,55,21178
2021-9-9,C,55,17494
2021-9-9,D,55,11049
2021-9-9,A,56,42354
2021-9-9,B,56,21178
2021-9-9,C,56,17494
2021-9-9,D,56,11049
2021-9-9,A,57,42354
2021-9-9,B,57,21178
2021-9-9,C,57,17494
2021-9-9,D,57,11049
2021-9-9,A,58,42354
2021-9-9,B,58,21178
2021-9-9,C,58,17494
2021-9-9,D,58,11049
2021-9-9,A,59,42354
2021-9-9,B,59,21178
2021-9-9,C,59,17494
2021-9-9,D,59,11049
2021-9-9,A,60,37059
2021-9-9,B,60,18530
2021-9-9,C,60,15308
2021-9-9,D,60,9668
2021-9-9,A,61,37059
2021-9-9,B,61,18530
2021-9-9,C,61,15308
2021-9-9,D,61,9668
2021-9-9,A,62,37059
2021-9-9,B,62,18530
2021-9-9,C,62,15308
2021-9-9,D,62,9668
2021-9-9,A,63,37059
2021-9-9,B,63,18530
2021-9-9,C,63,15308
2021-9-9,D,63,9668
2021-9-9,A,64,37059
2021-9-9,B,64,18530
2021-9-9,C,64,15308
2021-9-9,D,64,9668
2021-9-9,A,65,52942
2021-9-9,B,65,26471
2021-9-9,C,65,21868
2021-9-9,D,65,13811
2021-9-9,A,66,47649
2021-9-9,B,66,23824
2021-9-9,C,66,19681
2021-9-9,D,66,12431
2021-9-9,A,67,47649
2021-9-9,B,67,23824
2021-9-9,C,67,19681
2021-9-9,D,67,12431
2021-9-9,A,68,47649
2021-9-9,B,68,23824
2021-9-9,C,68,19681
2021-9-9,D,68,12431
2021-9-9,A,69,47649
2021-9-9,B,69,23824
2021-9-9,C,69,19681
2021-9-9,D,69,12431
2021-9-9,A,70,52942
2021-9-9,B,70,26471
2021-9-9,C,70,21868
2021-9-9,D,70,13811
2021-9-10,A,1,43922
2021-9-10,B,1,21962
2021-9-10,C,1,18143
2021-9-10,D,1,11458
2021-9-10,A,2,39530
2021-9-10,B,2,19765
2021-9-10,C,2,16328
2021-9-10,D,2,10312
2021-9-10,A,3,39530
2021-9-10,B,3,19765
2021-9-10,C,3,16328
2021-9-10,D,3,10312
2021-9-10,A,4,39530
2021-9-10,B,4,19765
2021-9-10,C,4,16328
2021-9-10,D,4,10312
2021-9-10,A,5,39530
2021-9-10,B,5,19765
2021-9-10,C,5,16328
2021-9-10,D,5,10312
2021-9-10,A,6,35139
2021-9-10,B,6,17569
2021-9-10,C,6,14514
2021-9-10,D,6,9166
2021-9-10,A,7,35139
2021-9-10,B,7,17569
2021-9-10,C,7,14514
2021-9-10,D,7,9166
2021-9-10,A,8,35139
2021-9-10,B,8,17569
2021-9-10,C,8,14514
2021-9-10,D,8,9166
2021-9-10,A,9,35139
2021-9-10,B,9,17569
2021-9-10,C,9,14514
2021-9-10,D,9,9166
2021-9-10,A,10,35139
2021-9-10,B,10,17569
2021-9-10,C,10,14514
2021-9-10,D,10,9166
2021-9-10,A,11,30745
2021-9-10,B,11,15373
2021-9-10,C,11,12699
2021-9-10,D,11,8021
2021-9-10,A,12,30745
2021-9-10,B,12,15373
2021-9-10,C,12,12699
2021-9-10,D,12,8021
2021-9-10,A,13,30745
2021-9-10,B,13,15373
2021-9-10,C,13,12699
2021-9-10,D,13,8021
2021-9-10,A,14,30745
2021-9-10,B,14,15373
2021-9-10,C,14,12699
2021-9-10,D,14,8021
2021-9-10,A,15,30745
2021-9-10,B,15,15373
2021-9-10,C,15,12699
2021-9-10,D,15,8021
2021-9-10,A,16,30745
2021-9-10,B,16,15373
2021-9-10,C,16,12699
2021-9-10,D,16,8021
2021-9-10,A,17,30745
2021-9-10,B,17,15373
2021-9-10,C,17,12699
2021-9-10,D,17,8021
2021-9-10,A,18,30745
2021-9-10,B,18,15373
2021-9-10,C,18,12699
2021-9-10,D,18,8021
2021-9-10,A,19,26354
2021-9-10,B,19,13177
2021-9-10,C,19,10885
2021-9-10,D,19,6875
2021-9-10,A,20,26354
2021-9-10,B,20,13177
2021-9-10,C,20,10885
2021-9-10,D,20,6875
2021-9-10,A,21,26354
2021-9-10,B,21,13177
2021-9-10,C,21,10885
2021-9-10,D,21,6875
2021-9-10,A,22,26354
2021-9-10,B,22,13177
2021-9-10,C,22,10885
2021-9-10,D,22,6875
2021-9-10,A,23,26354
2021-9-10,B,23,13177
2021-9-10,C,23,10885
2021-9-10,D,23,6875
2021-9-10,A,24,26354
2021-9-10,B,24,13177
2021-9-10,C,24,10885
2021-9-10,D,24,6875
2021-9-10,A,25,26354
2021-9-10,B,25,13177
2021-9-10,C,25,10885
2021-9-10,D,25,6875
2021-9-10,A,26,26354
2021-9-10,B,26,13177
2021-9-10,C,26,10885
2021-9-10,D,26,6875
2021-9-10,A,27,43922
2021-9-10,B,27,21962
2021-9-10,C,27,18143
2021-9-10,D,27,11458
2021-9-10,A,28,39530
2021-9-10,B,28,19765
2021-9-10,C,28,16328
2021-9-10,D,28,10312
2021-9-10,A,29,39530
2021-9-10,B,29,19765
2021-9-10,C,29,16328
2021-9-10,D,29,10312
2021-9-10,A,30,39530
2021-9-10,B,30,19765
2021-9-10,C,30,16328
2021-9-10,D,30,10312
2021-9-10,A,31,39530
2021-9-10,B,31,19765
2021-9-10,C,31,16328
2021-9-10,D,31,10312
2021-9-10,A,32,35139
2021-9-10,B,32,17569
2021-9-10,C,32,14514
2021-9-10,D,32,9166
2021-9-10,A,33,35139
2021-9-10,B,33,17569
2021-9-10,C,33,14514
2021-9-10,D,33,9166
2021-9-10,A,34,35139
2021-9-10,B,34,17569
2021-9-10,C,34,14514
2021-9-10,D,34,9166
2021-9-10,A,35,35139
2021-9-10,B,35,17569
2021-9-10,C,35,14514
2021-9-10,D,35,9166
2021-9-10,A,36,35139
2021-9-10,B,36,17569
2021-9-10,C,36,14514
2021-9-10,D,36,9166
2021-9-10,A,37,30745
2021-9-10,B,37,15373
2021-9-10,C,37,12699
2021-9-10,D,37,8021
2021-9-10,A,38,30745
2021-9-10,B,38,15373
2021-9-10,C,38,12699
2021-9-10,D,38,8021
2021-9-10,A,39,30745
2021-9-10,B,39,15373
2021-9-10,C,39,12699
2021-9-10,D,39,8021
2021-9-10,A,40,30745
2021-9-10,B,40,15373
2021-9-10,C,40,12699
2021-9-10,D,40,8021
2021-9-10,A,41,30745
2021-9-10,B,41,15373
2021-9-10,C,41,12699
2021-9-10,D,41,8021
2021-9-10,A,42,30745
2021-9-10,B,42,15373
2021-9-10,C,42,12699
2021-9-10,D,42,8021
2021-9-10,A,43,30745
2021-9-10,B,43,15373
2021-9-10,C,43,12699
2021-9-10,D,43,8021
2021-9-10,A,44,30745
2021-9-10,B,44,15373
2021-9-10,C,44,12699
2021-9-10,D,44,8021
2021-9-10,A,45,26354
2021-9-10,B,45,13177
2021-9-10,C,45,10885
2021-9-10,D,45,6875
2021-9-10,A,46,26354
2021-9-10,B,46,13177
2021-9-10,C,46,10885
2021-9-10,D,46,6875
2021-9-10,A,47,26354
2021-9-10,B,47,13177
2021-9-10,C,47,10885
2021-9-10,D,47,6875
2021-9-10,A,48,26354
2021-9-10,B,48,13177
2021-9-10,C,48,10885
2021-9-10,D,48,6875
2021-9-10,A,49,26354
2021-9-10,B,49,13177
2021-9-10,C,49,10885
2021-9-10,D,49,6875
2021-9-10,A,50,43922
2021-9-10,B,50,21962
2021-9-10,C,50,18143
2021-9-10,D,50,11458
2021-9-10,A,51,39530
2021-9-10,B,51,19765
2021-9-10,C,51,16328
2021-9-10,D,51,10312
2021-9-10,A,52,39530
2021-9-10,B,52,19765
2021-9-10,C,52,16328
2021-9-10,D,52,10312
2021-9-10,A,53,39530
2021-9-10,B,53,19765
2021-9-10,C,53,16328
2021-9-10,D,53,10312
2021-9-10,A,54,39530
2021-9-10,B,54,19765
2021-9-10,C,54,16328
2021-9-10,D,54,10312
2021-9-10,A,55,35139
2021-9-10,B,55,17569
2021-9-10,C,55,14514
2021-9-10,D,55,9166
2021-9-10,A,56,35139
2021-9-10,B,56,17569
2021-9-10,C,56,14514
2021-9-10,D,56,9166
2021-9-10,A,57,35139
2021-9-10,B,57,17569
2021-9-10,C,57,14514
2021-9-10,D,57,9166
2021-9-10,A,58,35139
2021-9-10,B,58,17569
2021-9-10,C,58,14514
2021-9-10,D,58,9166
2021-9-10,A,59,35139
2021-9-10,B,59,17569
2021-9-10,C,59,14514
2021-9-10,D,59,9166
2021-9-10,A,60,30745
2021-9-10,B,60,15373
2021-9-10,C,60,12699
2021-9-10,D,60,8021
2021-9-10,A,61,30745
2021-9-10,B,61,15373
2021-9-10,C,61,12699
2021-9-10,D,61,8021
2021-9-10,A,62,30745
2021-9-10,B,62,15373
2021-9-10,C,62,12699
2021-9-10,D,62,8021
2021-9-10,A,63,30745
2021-9-10,B,63,15373
2021-9-10,C,63,12699
2021-9-10,D,63,8021
2021-9-10,A,64,30745
2021-9-10,B,64,15373
2021-9-10,C,64,12699
2021-9-10,D,64,8021
2021-9-10,A,65,43922
2021-9-10,B,65,21962
2021-9-10,C,65,18143
2021-9-10,D,65,11458
2021-9-10,A,66,39530
2021-9-10,B,66,19765
2021-9-10,C,66,16328
2021-9-10,D,66,10312
2021-9-10,A,67,39530
2021-9-10,B,67,19765
2021-9-10,C,67,16328
2021-9-10,D,67,10312
2021-9-10,A,68,39530
2021-9-10,B,68,19765
2021-9-10,C,68,16328
2021-9-10,D,68,10312
2021-9-10,A,69,39530
2021-9-10,B,69,19765
2021-9-10,C,69,16328
2021-9-10,D,69,10312
2021-9-10,A,70,43922
2021-9-10,B,70,21962
2021-9-10,C,70,18143
2021-9-10,D,70,11458
2021-9-11,A,1,69849
2021-9-11,B,1,34924
2021-9-11,C,1,28851
2021-9-11,D,1,18221
2021-9-11,A,2,62864
2021-9-11,B,2,31433
2021-9-11,C,2,25966
2021-9-11,D,2,16400
2021-9-11,A,3,62864
2021-9-11,B,3,31433
2021-9-11,C,3,25966
2021-9-11,D,3,16400
2021-9-11,A,4,62864
2021-9-11,B,4,31433
2021-9-11,C,4,25966
2021-9-11,D,4,16400
2021-9-11,A,5,62864
2021-9-11,B,5,31433
2021-9-11,C,5,25966
2021-9-11,D,5,16400
2021-9-11,A,6,55880
2021-9-11,B,6,27940
2021-9-11,C,6,23080
2021-9-11,D,6,14577
2021-9-11,A,7,55880
2021-9-11,B,7,27940
2021-9-11,C,7,23080
2021-9-11,D,7,14577
2021-9-11,A,8,55880
2021-9-11,B,8,27940
2021-9-11,C,8,23080
2021-9-11,D,8,14577
2021-9-11,A,9,55880
2021-9-11,B,9,27940
2021-9-11,C,9,23080
2021-9-11,D,9,14577
2021-9-11,A,10,55880
2021-9-11,B,10,27940
2021-9-11,C,10,23080
2021-9-11,D,10,14577
2021-9-11,A,11,48895
2021-9-11,B,11,24447
2021-9-11,C,11,20195
2021-9-11,D,11,12755
2021-9-11,A,12,48895
2021-9-11,B,12,24447
2021-9-11,C,12,20195
2021-9-11,D,12,12755
2021-9-11,A,13,48895
2021-9-11,B,13,24447
2021-9-11,C,13,20195
2021-9-11,D,13,12755
2021-9-11,A,14,48895
2021-9-11,B,14,24447
2021-9-11,C,14,20195
2021-9-11,D,14,12755
2021-9-11,A,15,48895
2021-9-11,B,15,24447
2021-9-11,C,15,20195
2021-9-11,D,15,12755
2021-9-11,A,16,48895
2021-9-11,B,16,24447
2021-9-11,C,16,20195
2021-9-11,D,16,12755
2021-9-11,A,17,48895
2021-9-11,B,17,24447
2021-9-11,C,17,20195
2021-9-11,D,17,12755
2021-9-11,A,18,48895
2021-9-11,B,18,24447
2021-9-11,C,18,20195
2021-9-11,D,18,12755
2021-9-11,A,19,41909
2021-9-11,B,19,20955
2021-9-11,C,19,17311
2021-9-11,D,19,10933
2021-9-11,A,20,41909
2021-9-11,B,20,20955
2021-9-11,C,20,17311
2021-9-11,D,20,10933
2021-9-11,A,21,41909
2021-9-11,B,21,20955
2021-9-11,C,21,17311
2021-9-11,D,21,10933
2021-9-11,A,22,41909
2021-9-11,B,22,20955
2021-9-11,C,22,17311
2021-9-11,D,22,10933
2021-9-11,A,23,41909
2021-9-11,B,23,20955
2021-9-11,C,23,17311
2021-9-11,D,23,10933
2021-9-11,A,24,41909
2021-9-11,B,24,20955
2021-9-11,C,24,17311
2021-9-11,D,24,10933
2021-9-11,A,25,41909
2021-9-11,B,25,20955
2021-9-11,C,25,17311
2021-9-11,D,25,10933
2021-9-11,A,26,41909
2021-9-11,B,26,20955
2021-9-11,C,26,17311
2021-9-11,D,26,10933
2021-9-11,A,27,69849
2021-9-11,B,27,34924
2021-9-11,C,27,28851
2021-9-11,D,27,18221
2021-9-11,A,28,62864
2021-9-11,B,28,31433
2021-9-11,C,28,25966
2021-9-11,D,28,16400
2021-9-11,A,29,62864
2021-9-11,B,29,31433
2021-9-11,C,29,25966
2021-9-11,D,29,16400
2021-9-11,A,30,62864
2021-9-11,B,30,31433
2021-9-11,C,30,25966
2021-9-11,D,30,16400
2021-9-11,A,31,62864
2021-9-11,B,31,31433
2021-9-11,C,31,25966
2021-9-11,D,31,16400
2021-9-11,A,32,55880
2021-9-11,B,32,27940
2021-9-11,C,32,23080
2021-9-11,D,32,14577
2021-9-11,A,33,55880
2021-9-11,B,33,27940
2021-9-11,C,33,23080
2021-9-11,D,33,14577
2021-9-11,A,34,55880
2021-9-11,B,34,27940
2021-9-11,C,34,23080
2021-9-11,D,34,14577
2021-9-11,A,35,55880
2021-9-11,B,35,27940
2021-9-11,C,35,23080
2021-9-11,D,35,14577
2021-9-11,A,36,55880
2021-9-11,B,36,27940
2021-9-11,C,36,23080
2021-9-11,D,36,14577
2021-9-11,A,37,48895
2021-9-11,B,37,24447
2021-9-11,C,37,20195
2021-9-11,D,37,12755
2021-9-11,A,38,48895
2021-9-11,B,38,24447
2021-9-11,C,38,20195
2021-9-11,D,38,12755
2021-9-11,A,39,48895
2021-9-11,B,39,24447
2021-9-11,C,39,20195
2021-9-11,D,39,12755
2021-9-11,A,40,48895
2021-9-11,B,40,24447
2021-9-11,C,40,20195
2021-9-11,D,40,12755
2021-9-11,A,41,48895
2021-9-11,B,41,24447
2021-9-11,C,41,20195
2021-9-11,D,41,12755
2021-9-11,A,42,48895
2021-9-11,B,42,24447
2021-9-11,C,42,20195
2021-9-11,D,42,12755
2021-9-11,A,43,48895
2021-9-11,B,43,24447
2021-9-11,C,43,20195
2021-9-11,D,43,12755
2021-9-11,A,44,48895
2021-9-11,B,44,24447
2021-9-11,C,44,20195
2021-9-11,D,44,12755
2021-9-11,A,45,41909
2021-9-11,B,45,20955
2021-9-11,C,45,17311
2021-9-11,D,45,10933
2021-9-11,A,46,41909
2021-9-11,B,46,20955
2021-9-11,C,46,17311
2021-9-11,D,46,10933
2021-9-11,A,47,41909
2021-9-11,B,47,20955
2021-9-11,C,47,17311
2021-9-11,D,47,10933
2021-9-11,A,48,41909
2021-9-11,B,48,20955
2021-9-11,C,48,17311
2021-9-11,D,48,10933
2021-9-11,A,49,41909
2021-9-11,B,49,20955
2021-9-11,C,49,17311
2021-9-11,D,49,10933
2021-9-11,A,50,69849
2021-9-11,B,50,34924
2021-9-11,C,50,28851
2021-9-11,D,50,18221
2021-9-11,A,51,62864
2021-9-11,B,51,31433
2021-9-11,C,51,25966
2021-9-11,D,51,16400
2021-9-11,A,52,62864
2021-9-11,B,52,31433
2021-9-11,C,52,25966
2021-9-11,D,52,16400
2021-9-11,A,53,62864
2021-9-11,B,53,31433
2021-9-11,C,53,25966
2021-9-11,D,53,16400
2021-9-11,A,54,62864
2021-9-11,B,54,31433
2021-9-11,C,54,25966
2021-9-11,D,54,16400
2021-9-11,A,55,55880
2021-9-11,B,55,27940
2021-9-11,C,55,23080
2021-9-11,D,55,14577
2021-9-11,A,56,55880
2021-9-11,B,56,27940
2021-9-11,C,56,23080
2021-9-11,D,56,14577
2021-9-11,A,57,55880
2021-9-11,B,57,27940
2021-9-11,C,57,23080
2021-9-11,D,57,14577
2021-9-11,A,58,55880
2021-9-11,B,58,27940
2021-9-11,C,58,23080
2021-9-11,D,58,14577
2021-9-11,A,59,55880
2021-9-11,B,59,27940
2021-9-11,C,59,23080
2021-9-11,D,59,14577
2021-9-11,A,60,48895
2021-9-11,B,60,24447
2021-9-11,C,60,20195
2021-9-11,D,60,12755
2021-9-11,A,61,48895
2021-9-11,B,61,24447
2021-9-11,C,61,20195
2021-9-11,D,61,12755
2021-9-11,A,62,48895
2021-9-11,B,62,24447
2021-9-11,C,62,20195
2021-9-11,D,62,12755
2021-9-11,A,63,48895
2021-9-11,B,63,24447
2021-9-11,C,63,20195
2021-9-11,D,63,12755
2021-9-11,A,64,48895
2021-9-11,B,64,24447
2021-9-11,C,64,20195
2021-9-11,D,64,12755
2021-9-11,A,65,69849
2021-9-11,B,65,34924
2021-9-11,C,65,28851
2021-9-11,D,65,18221
2021-9-11,A,66,62864
2021-9-11,B,66,31433
2021-9-11,C,66,25966
2021-9-11,D,66,16400
2021-9-11,A,67,62864
2021-9-11,B,67,31433
2021-9-11,C,67,25966
2021-9-11,D,67,16400
